,entity_lang,entity_txt,entity_ids,sitelinks
1193,zh,呂伐登康明哈布倫車站,['Q17948'],[6]
1194,zh,告發人,['Q26102'],[59]
1195,zh,周一晚收视战,['Q35530'],[12]
1196,zh,周期表,['Q10693'],[216]
1197,zh,呼叫细节记录,['Q11166'],[57]
1198,zh,命定論,['Q29253'],[51]
1199,zh,咸美頓虎貓,['Q44149'],[18]
1200,zh,哈亞·烏魯克,['Q29085'],[22]
1201,zh,哈亞姆·烏魯克,['Q29085'],[22]
1202,zh,哈利卡纳索斯围城战,['Q28933'],[22]
1203,zh,哈利卡那索斯圍城戰,['Q28933'],[22]
1204,zh,哈勒-維騰貝格大學,['Q32120'],[42]
1205,zh,哈勒-维滕贝格大学,['Q32120'],[42]
1206,zh,哈勒-维腾贝格马丁路德大学,['Q32120'],[42]
1207,zh,哈勒大学,['Q32120'],[42]
1208,zh,哈卡斯語,['Q33575'],[73]
1209,zh,哈卡斯语,['Q33575'],[73]
1210,zh,哈奄·武祿,['Q29085'],[22]
1211,zh,哈姆雷特,['Q27178'],[43]
1212,zh,哈尔的移动城堡,['Q29011'],[66]
1213,zh,哈庇,['Q32143'],[52]
1214,zh,哈扬•武鲁克,['Q29085'],[22]
1215,zh,哈比 (尼羅河),['Q32143'],[52]
1216,zh,哈特福,['Q33486'],[131]
1217,zh,哈特福德,['Q33486'],[131]
1218,zh,哈瑙,['Q3802'],[75]
1219,zh,哈维,['Q17500'],[88]
1220,zh,哈维·埃尔南德斯,['Q17500'],[88]
1221,zh,哈维尔·埃尔南德斯·克雷乌斯,['Q17500'],[88]
1222,zh,哈耶克,['Q1325'],[104]
1223,zh,哈葉克,['Q1325'],[104]
1224,zh,哈諾巴市,['Q3802'],[75]
1225,zh,哈雷-维滕贝格大学,['Q32120'],[42]
1226,zh,哈雷-维腾贝格大学,['Q32120'],[42]
1227,zh,哈雷—维滕贝格 马丁—路德大学,['Q32120'],[42]
1228,zh,哈雷大学,['Q32120'],[42]
1229,zh,哈雷维滕贝格 马丁路德大学,['Q32120'],[42]
1230,zh,哥白尼,['Q619'],[196]
1231,zh,哥白尼，n.,['Q619'],[196]
1232,zh,唇形科,"['Q53476', 'Q53476']","[89, 89]"
1233,zh,唐代宗,['Q9753'],[24]
1234,zh,唐納德·圖斯克,['Q946'],[98]
1235,zh,唐纳德·图斯克,['Q946'],[98]
1236,zh,唐纳德·弗朗齐谢克·图斯克,['Q946'],[98]
1237,zh,唐顺宗,['Q9760'],[18]
1238,zh,唱,['Q27939'],[119]
1239,zh,唱歌,['Q27939'],[119]
1240,zh,唱片厂牌,['Q18127'],[61]
1241,zh,唱片廠牌,['Q18127'],[61]
1242,zh,商业用途,['Q44906'],[15]
1243,zh,商业飞船,['Q44906'],[15]
1244,zh,商業太空飛行,['Q44906'],[15]
1245,zh,啊逗逼,['Q11463'],[82]
1246,zh,問候語,['Q45594'],[64]
1247,zh,啤酒館政變,['Q36749'],[61]
1248,zh,啤酒馆,['Q16503'],[638]
1249,zh,啤酒馆政变,['Q36749'],[61]
1250,zh,啤酒馆暴动,['Q36749'],[61]
1251,zh,喀拉海,['Q33629'],[98]
1252,zh,喀普康,['Q14428'],[50]
1253,zh,喀罗莎,['Q35305'],[12]
1254,zh,善終服務,['Q29483'],[40]
1255,zh,喜马拉雅小熊猫,['Q41960'],[105]
1256,zh,喬布斯,['Q19837'],[211]
1257,zh,喬治·史蒂文斯,['Q51490'],[43]
1258,zh,喬治·華盛頓,['Q23'],[235]
1259,zh,喬治布殊,['Q43038'],[94]
1260,zh,喬萬尼·巴蒂斯塔·瑞,['Q44842'],[30]
1261,zh,喬萬尼·巴蒂斯塔·雷,['Q44842'],[30]
1262,zh,單幅祭壇畫,['Q46686'],[33]
1263,zh,喷嚏,['Q35830'],[83]
1264,zh,嗐客,['Q1487'],[73]
1265,zh,嘉富康,['Q14428'],[50]
1266,zh,嘉芙蓮·薜達-鍾斯,['Q47664'],[94]
1267,zh,嘎嘎烏孜語,['Q33457'],[89]
1268,zh,嘎纳电影节,['Q42369'],[106]
1269,zh,嘎那国际电影节,['Q42369'],[106]
1270,zh,嘴（泰國電視劇）,['Q9635'],[164]
1271,zh,嘿客,['Q1487'],[73]
1272,zh,噴嚏,['Q35830'],[83]
1273,zh,噴子,['Q11281'],[71]
1274,zh,四季豆,['Q42339'],[106]
1275,zh,四月十三日,['Q2498'],[211]
1276,zh,回声记忆,['Q18651'],[15]
1277,zh,回聲記憶,['Q18651'],[15]
1278,zh,因努瓦盧克頓语,['Q27990'],[22]
1279,zh,因格沃内语,['Q30134'],[24]
1280,zh,因特網,['Q75'],[273]
1281,zh,因特网,['Q75'],[273]
1282,zh,因纽维卢顿语,['Q27990'],[22]
1283,zh,因航,['Q32141'],[58]
1284,zh,国内生产总值,['Q12638'],[152]
1285,zh,国家主权,['Q42008'],[106]
1286,zh,国家官方语言,['Q23492'],[159]
1287,zh,国家广播公司,['Q13974'],[83]
1288,zh,国家核子研究大学,['Q56837'],[16]
1289,zh,国歌,['Q23691'],[147]
1290,zh,国立交通大学,['Q43401'],[17]
1291,zh,国立核子研究大学莫斯科工程物理学院,['Q56837'],[16]
1292,zh,国立核能研究大学-莫斯科工程物理学院,['Q56837'],[16]
1293,zh,国语罗马字,['Q24438'],[22]
1294,zh,国际儿童节,['Q37081'],[79]
1295,zh,国际刑事法庭,['Q47488'],[99]
1296,zh,国际刑事法院,['Q47488'],[99]
1297,zh,国际天文学联合会,['Q6867'],[86]
1298,zh,国际法庭,['Q7801'],[118]
1299,zh,国际法院,['Q7801'],[118]
1300,zh,国际青年组织,['Q33489'],[27]
1301,zh,图佤语,['Q34119'],[88]
1302,zh,图像互换格式格式,['Q2192'],[67]
1303,zh,图像交换格式,['Q2192'],[67]
1304,zh,图卢兹足球俱乐部,['Q19518'],[52]
1305,zh,图形交换格式,['Q2192'],[67]
1306,zh,图班县,['Q11141'],[14]
1307,zh,图瓦语,['Q34119'],[88]
1308,zh,图皮语,['Q56944'],[20]
1309,zh,圆柏,['Q33482'],[51]
1310,zh,國內生產毛額,['Q12638'],[152]
1311,zh,國內生產總值,['Q12638'],[152]
1312,zh,國家廣播公司,['Q13974'],[83]
1313,zh,國家核研究大學,['Q56837'],[16]
1314,zh,國歌,['Q23691'],[147]
1315,zh,國民抵抗權,['Q47217'],[70]
1316,zh,國泰,['Q32141'],[58]
1317,zh,國泰航空,['Q32141'],[58]
1318,zh,國立交大,['Q43401'],[17]
1319,zh,國立交通大學,['Q43401'],[17]
1320,zh,國立核子研究大學莫斯科工程物理學院,['Q56837'],[16]
1321,zh,國語羅馬字,['Q24438'],[22]
1322,zh,國際商業機器沃森,['Q12253'],[36]
1323,zh,國際天文聯會,['Q6867'],[86]
1324,zh,國際戰爭法庭,['Q47488'],[99]
1325,zh,國際戰犯法庭,['Q47488'],[99]
1326,zh,國際標準書號,['Q33057'],[141]
1327,zh,國際法庭,['Q7801'],[118]
1328,zh,國際法院,['Q7801'],[118]
1329,zh,國際記者聯合會,['Q26750'],[31]
1330,zh,國際記者聯盟,['Q26750'],[31]
1331,zh,圓環,['Q45926'],[31]
1332,zh,圖瓦語,['Q34119'],[88]
1333,zh,圖皮語,['Q56944'],[20]
1334,zh,圖盧茲足球俱樂部,['Q19518'],[52]
1335,zh,圖盧茲足球會,['Q19518'],[52]
1336,zh,土佐犬,['Q38991'],[52]
1337,zh,土佐鬥犬,['Q38991'],[52]
1338,zh,土卫三十二,['Q17782'],[48]
1339,zh,土坯公司,['Q11463'],[82]
1340,zh,土绶鸡,['Q43794'],[116]
1341,zh,土门,['Q29001'],[28]
1342,zh,土门可汗,['Q29001'],[28]
1343,zh,圣依纳爵·罗耀拉,['Q44281'],[98]
1344,zh,圣保罗,['Q28848'],[125]
1345,zh,圣塞瓦斯蒂安吉普斯夸篮球俱乐部,['Q54924'],[18]
1346,zh,圣希尔维斯特一世,['Q47149'],[84]
1347,zh,圣彼得教堂戈里齐亚,['Q15853'],[23]
1348,zh,圣徒的节日,['Q587'],[89]
1349,zh,圣瓦伦丁日,['Q37587'],[140]
1350,zh,圣瓦伦丁节,['Q37587'],[140]
1351,zh,圣瓦伦汀日,['Q37587'],[140]
1352,zh,圣若翰保弟斯大,['Q40662'],[119]
1353,zh,圣菲,['Q38555'],[127]
1354,zh,圣西尔维斯特一世,['Q47149'],[84]
1355,zh,圣西尔韦斯特一世,['Q47149'],[84]
1356,zh,地下宗教,['Q19097'],[62]
1357,zh,地图,['Q4006'],[136]
1358,zh,地图制图学,['Q42515'],[94]
1359,zh,地图学,['Q42515'],[94]
1360,zh,地圖,['Q4006'],[136]
1361,zh,地平線,['Q43261'],[112]
1362,zh,地平线,['Q43261'],[112]
1363,zh,地平面,['Q43261'],[112]
1364,zh,地球風與火樂團,['Q28974'],[42]
1365,zh,地理,['Q1071'],[285]
1366,zh,地理学,['Q1071'],[285]
1367,zh,地理學,['Q1071'],[285]
1368,zh,地，風與火,['Q28974'],[42]
1369,zh,坂本堤,['Q5221'],[205]
1370,zh,坎城影展,['Q42369'],[106]
1371,zh,坎城電影節,['Q42369'],[106]
1372,zh,坎波隆戈马焦雷,['Q46799'],[46]
1373,zh,坎特伯里大教堂,['Q29265'],[62]
1374,zh,坎特伯里座堂,['Q29265'],[62]
1375,zh,坎特伯雷主教座堂,['Q29265'],[62]
1376,zh,坎特伯雷大教堂,['Q29265'],[62]
1377,zh,坎特伯雷座堂,['Q29265'],[62]
1378,zh,坎特布雷大教堂,['Q29265'],[62]
1379,zh,坎纳达语,['Q33673'],[118]
1380,zh,坎那達語,['Q33673'],[118]
1381,zh,坡，e.a.,['Q16867'],[205]
1382,zh,坦克,['Q12876'],[138]
1383,zh,坦加布尔,['Q41496'],[57]
1384,zh,坦贾武尔,['Q41496'],[57]
1385,zh,垃圾搖滾,['Q11365'],[69]
1386,zh,垃圾摇滚,['Q11365'],[69]
1387,zh,埃兰语,['Q35470'],[57]
1388,zh,埃利奧·佩特里,['Q53044'],[30]
1389,zh,埃塔,['Q42814'],[95]
1390,zh,埃塔组织,['Q42814'],[95]
1391,zh,埃塞克斯郡,['Q23240'],[92]
1392,zh,埃尔多安,['Q39259'],[167]
1393,zh,埃尔巴,['Q45328'],[90]
1394,zh,埃尔巴岛,['Q45328'],[90]
1395,zh,埃尔福特区,['Q48054'],[15]
1396,zh,埃尔默·麦科勒姆,['Q52354'],[16]
1397,zh,埃山语,['Q35268'],[10]
1398,zh,埃布罗河,['Q10965'],[85]
1399,zh,埃布羅河,['Q10965'],[85]
1400,zh,埃弗·马克西米利亚诺·戴维·巴内加,['Q19392'],[55]
1401,zh,埃德加·爱伦·坡,['Q16867'],[205]
1402,zh,埃德温·马蒂森·麦克米伦,['Q19009'],[61]
1403,zh,埃德温·麦克米伦,['Q19009'],[61]
1404,zh,埃德蒙顿,['Q2096'],[127]
1405,zh,埃托利亚-阿卡纳尼亚州,['Q26857'],[37]
1406,zh,埃托利亞,['Q26857'],[37]
1407,zh,埃托里亚,['Q26857'],[37]
1408,zh,埃斯基尔斯蒂纳,['Q26498'],[74]
1409,zh,埃斯基爾斯圖納,['Q26498'],[74]
1410,zh,埃斯普蘭斯,['Q44897'],[32]
1411,zh,埃桑語,['Q35268'],[10]
1412,zh,埃沃·巴内加,['Q19392'],[55]
1413,zh,埃爾斯蒂克,['Q47120'],[51]
1414,zh,埃爾默·維爾納·麥科勒姆,['Q52354'],[16]
1415,zh,埃爾默·麥柯倫,['Q52354'],[16]
1416,zh,埃爾默·麥科勒姆,['Q52354'],[16]
1417,zh,埃米尔·涂尔干,['Q15948'],[118]
1418,zh,埃米爾·杜克海姆,['Q15948'],[118]
1419,zh,埃米莉·狄更生,['Q4441'],[134]
1420,zh,埃米莉·迪更生,['Q4441'],[134]
1421,zh,埃蘭語,['Q35470'],[57]
1422,zh,埃那得語,['Q33673'],[118]
1423,zh,城庯淎艚,['Q21194'],[140]
1424,zh,域陀·華迪斯,['Q47548'],[73]
1425,zh,培基,['Q42979'],[89]
1426,zh,培基語言,['Q42979'],[89]
1427,zh,基切語,['Q36494'],[35]
1428,zh,基利·湯臣,['Q29342'],[47]
1429,zh,基多戰爭,['Q6254'],[29]
1430,zh,基托斯战争,['Q6254'],[29]
1431,zh,基桑加尼,['Q27596'],[20]
1432,zh,基桑加尼国际机场,['Q27596'],[20]
1433,zh,基爱爱抚,['Q2192'],[67]
1434,zh,基督受難日,['Q40317'],[109]
1435,zh,基督教社会联盟,['Q49763'],[64]
1436,zh,基社盟,['Q49763'],[64]
1437,zh,基腐,['Q2192'],[67]
1438,zh,基里尔·梅列茨科夫,['Q48145'],[45]
1439,zh,基里尔·阿法纳西耶维奇·梅列茨科夫,['Q48145'],[45]
1440,zh,基里尔字母,['Q8209'],[160]
1441,zh,基里爾字母,['Q8209'],[160]
1442,zh,基阿量,['Q11496'],[20]
1443,zh,堅尼·米拿,['Q41895'],[28]
1444,zh,堅理會,['Q33203'],[69]
1445,zh,堪達罕,['Q35517'],[123]
1446,zh,塔克洛班,['Q40626'],[80]
1447,zh,塔克洛班市,['Q40626'],[80]
1448,zh,塔可夫斯基,['Q853'],[93]
1449,zh,塔姆德,['Q43290'],[122]
1450,zh,塔尔可夫斯基，а.а.,['Q853'],[93]
1451,zh,塔尔科夫斯基,['Q853'],[93]
1452,zh,塔尔科夫斯基，a.a.,['Q853'],[93]
1453,zh,塔巴萨兰语,['Q34079'],[45]
1454,zh,塔巴薩蘭語,['Q34079'],[45]
1455,zh,塔布-盧爾德-庇里牛斯機場,['Q3327'],[82]
1456,zh,塔式建築,['Q12518'],[122]
1457,zh,塔拉克,['Q5285'],[36]
1458,zh,塔木德,['Q43290'],[122]
1459,zh,塔木德經,['Q43290'],[122]
1460,zh,塔茲維爾·泰勒,['Q11881'],[131]
1461,zh,塔魯語,['Q34035'],[13]
1462,zh,塔鲁语,['Q34035'],[13]
1463,zh,塞凡堡,['Q7525'],[135]
1464,zh,塞勒姆,['Q43919'],[110]
1465,zh,塞奥彭普斯,['Q4318'],[36]
1466,zh,塞姆皮特普里格里西,['Q15853'],[23]
1467,zh,塞拉利昂,['Q1044'],[266]
1468,zh,塞拉瓦莱-阿波,['Q42387'],[46]
1469,zh,塞瓦斯托波,['Q7525'],[135]
1470,zh,塞瓦斯托波尔,['Q7525'],[135]
1471,zh,塞瓦斯托波爾,['Q7525'],[135]
1472,zh,塞維亞籃球俱樂部,['Q54930'],[23]
1473,zh,塞維利亞籃球俱樂部,['Q54930'],[23]
1474,zh,塞维利亚篮球俱乐部,['Q54930'],[23]
1475,zh,墨托涅,['Q17782'],[48]
1476,zh,墨西哥流感,['Q36855'],[100]
1477,zh,墨西哥空海航空,['Q53082'],[12]
1478,zh,墨西哥豬流感,['Q36855'],[100]
1479,zh,壁紙刀,['Q23769'],[19]
1480,zh,壽,['Q10007'],[36]
1481,zh,夏尔-比埃尔·波德莱尔,['Q501'],[172]
1482,zh,夏尔·波德莱尔,['Q501'],[172]
1483,zh,夏尔·皮埃尔·波德莱尔,['Q501'],[172]
1484,zh,夏爾-比埃爾·波德萊爾,['Q501'],[172]
1485,zh,夏爾·波特萊爾,['Q501'],[172]
1486,zh,夏隆-香檳泉市,['Q47135'],[82]
1487,zh,外金水河,['Q55651'],[1]
1488,zh,多丽丝·莱辛,['Q40874'],[127]
1489,zh,多威語,['Q36850'],[39]
1490,zh,多孔动物,['Q18960'],[104]
1491,zh,多孔动物门,['Q18960'],[104]
1492,zh,多式综合语,['Q48641'],[32]
1493,zh,多提,['Q28600'],[28]
1494,zh,多提縣,['Q28600'],[28]
1495,zh,多梅杰迪卡多雷,['Q40145'],[48]
1496,zh,多毒蛛科,['Q5845'],[25]
1497,zh,多用途刀,['Q23769'],[19]
1498,zh,多米诺,['Q32907'],[72]
1499,zh,多米诺骨牌,['Q32907'],[72]
1500,zh,多纳太罗,['Q37562'],[102]
1501,zh,多莉絲·萊辛,['Q40874'],[127]
1502,zh,多蒂,['Q28600'],[28]
1503,zh,多足亚门,['Q25823'],[79]
1504,zh,多足動物,['Q25823'],[79]
1505,zh,多足動物亞門,['Q25823'],[79]
1506,zh,多足綱,['Q25823'],[79]
1507,zh,多那太羅,['Q37562'],[102]
1508,zh,多麗斯·萊辛,['Q40874'],[127]
1509,zh,大丹,['Q5414'],[58]
1510,zh,大丹犬,['Q5414'],[58]
1511,zh,大丹狗,['Q5414'],[58]
1512,zh,大光,['Q37995'],[140]
1513,zh,大卡车,['Q43193'],[107]
1514,zh,大卫·奥伊斯特拉赫,['Q47120'],[51]
1515,zh,大卫·奥利弗,['Q9162'],[26]
1516,zh,大卫·奥易斯特拉赫,['Q47120'],[51]
1517,zh,大叶芭蕉,['Q33331'],[28]
1518,zh,大叶草目,['Q21846'],[34]
1519,zh,大圍站,['Q15244'],[11]
1520,zh,大坎波隆戈,['Q46799'],[46]
1521,zh,大天使邁克爾,['Q45581'],[99]
1522,zh,大天使麥可,['Q45581'],[99]
1523,zh,大头芭蕉,['Q33331'],[28]
1524,zh,大慶法王,['Q10007'],[36]
1525,zh,大桶,['Q10289'],[70]
1526,zh,大正15年,['Q5259'],[201]
1527,zh,大气层飞行器,['Q11436'],[105]
1528,zh,大琉球国,['Q28025'],[51]
1529,zh,大琉球國,['Q28025'],[51]
1530,zh,大統領,['Q30461'],[155]
1531,zh,大脑海马,['Q48360'],[59]
1532,zh,大荔,['Q13182'],[97]
1533,zh,大衛·奥利弗,['Q9162'],[26]
1534,zh,大衛·奧伊斯特拉赫,['Q47120'],[51]
1535,zh,大衛·奧利弗,['Q9162'],[26]
1536,zh,大衛·歐伊斯特拉夫,['Q47120'],[51]
1537,zh,大西洋10联盟,['Q32472'],[8]
1538,zh,大西洋十大联盟,['Q32472'],[8]
1539,zh,大西洋十校聯盟,['Q32472'],[8]
1540,zh,大西洋十联盟,['Q32472'],[8]
1541,zh,大赦,['Q44777'],[75]
1542,zh,大运河,['Q31347'],[64]
1543,zh,大金丝燕,"['Q27459', 'Q27459']","[30, 30]"
1544,zh,大阪都,['Q50568'],[7]
1545,zh,大阪都構想,['Q50568'],[7]
1546,zh,大面甲龍,['Q40621'],[62]
1547,zh,大韓海峽,['Q52052'],[73]
1548,zh,大麻鳽,"['Q25709', 'Q25709']","[88, 88]"
1549,zh,大麻鷺,['Q25709'],[88]
1550,zh,天使特警,['Q39256'],[8]
1551,zh,天使长米迦勒,['Q45581'],[99]
1552,zh,天使长迈克尔,['Q45581'],[99]
1553,zh,天兆,['Q22432'],[43]
1554,zh,天姆涅語,['Q36613'],[17]
1555,zh,天綫寶寶,['Q41403'],[102]
1556,zh,天綫得得b,['Q41403'],[102]
1557,zh,天線寶寶,['Q41403'],[102]
1558,zh,天線得得b,['Q41403'],[102]
1559,zh,天苴,['Q33331'],[28]
1560,zh,天順帝,"['Q8653', 'Q9983']","[23, 35]"
1561,zh,天順皇帝,['Q9983'],[35]
1562,zh,天顺帝,"['Q8653', 'Q9983']","[23, 35]"
1563,zh,天顺皇帝,['Q9983'],[35]
1564,zh,太史公,['Q9372'],[132]
1565,zh,太宗,['Q7519'],[76]
1566,zh,太平市,['Q36497'],[26]
1567,zh,太平市（越南）,['Q36497'],[26]
1568,zh,太平洋十校联合会,['Q32472'],[8]
1569,zh,太平洋十校聯合會,['Q32472'],[8]
1570,zh,太平洋十校聯合會最佳防守陣容,['Q32472'],[8]
1571,zh,太平洋十校聯合會最佳陣容第一隊,['Q32472'],[8]
1572,zh,太平洋火環,['Q18783'],[70]
1573,zh,太空站,['Q25956'],[83]
1574,zh,太阳伞,['Q41607'],[118]
1575,zh,太阳系,['Q544'],[248]
1576,zh,太陽系,['Q544'],[248]
1577,zh,央凡尔,['Q12892'],[148]
1578,zh,失恋33天,['Q51732'],[7]
1579,zh,失戀33天,['Q51732'],[7]
1580,zh,失真压缩,['Q55564'],[31]
1581,zh,夸努阿语,['Q35870'],[16]
1582,zh,奇佩瓦揚文,['Q27692'],[22]
1583,zh,奇佩瓦揚語,['Q27692'],[22]
1584,zh,奇佩维安语,['Q27692'],[22]
1585,zh,奇奇诺·德罗音樂節,['Q55797'],[7]
1586,zh,奇希語,['Q36494'],[35]
1587,zh,奇帕维安语,['Q27692'],[22]
1588,zh,奇族語,['Q36850'],[39]
1589,zh,契丹太平洋航空,['Q32141'],[58]
1590,zh,契帕瓦語,['Q27692'],[22]
1591,zh,契維語,['Q36850'],[39]
1592,zh,奔驰,['Q36008'],[107]
1593,zh,奥伊斯特拉赫,['Q47120'],[51]
1594,zh,奥利弗·吉鲁,['Q1911'],[84]
1595,zh,奥古斯托·吉尼那,['Q55453'],[21]
1596,zh,奥古斯托·皮诺切特,['Q368'],[118]
1597,zh,奥古斯托·皮诺切特·乌加特,['Q368'],[118]
1598,zh,奥古斯汀‧路易斯‧科西,['Q8814'],[79]
1599,zh,奥尔加,['Q20187'],[3]
1600,zh,奥托·弗兰克,['Q7336'],[33]
1601,zh,奥拉尼,['Q54462'],[22]
1602,zh,奥斯卡,['Q19497'],[61]
1603,zh,奥斯卡·多斯桑托斯·埃姆博阿巴·儒尼奥尔,['Q19497'],[61]
1604,zh,奥斯卡·祖尼奥,['Q19497'],[61]
1605,zh,奥斯曼帝国,['Q12560'],[178]
1606,zh,奥林匹克运动会,['Q5389'],[209]
1607,zh,奥萨玛·本·拉登,['Q1317'],[167]
1608,zh,奥萨马·本·拉登,['Q1317'],[167]
1609,zh,奥运会,['Q5389'],[209]
1610,zh,奧利維爾獎,['Q28470'],[27]
1611,zh,奧利華·基奧特,['Q1911'],[84]
1612,zh,奧古斯丁·路易·柯西,['Q8814'],[79]
1613,zh,奧古斯托·傑尼納,['Q55453'],[21]
1614,zh,奧地利薩爾茨堡足球俱樂部,['Q22866'],[43]
1615,zh,奧多比,['Q11463'],[82]
1616,zh,奧多比系統公司,['Q11463'],[82]
1617,zh,奧托·弗蘭克,['Q7336'],[33]
1618,zh,奧托·法蘭克,['Q7336'],[33]
1619,zh,奧拉尼,['Q54462'],[22]
1620,zh,奧斯卡·杜斯山度士·艾保亞巴·祖尼奧,['Q19497'],[61]
1621,zh,奧斯卡·祖利亞,['Q19497'],[61]
1622,zh,奧斯忒,['Q44412'],[94]
1623,zh,奧林匹克運動會,['Q5389'],[209]
1624,zh,奧森·威爾斯,['Q24829'],[106]
1625,zh,奧爾遜·威爾斯,['Q24829'],[106]
1626,zh,奧薩瑪,['Q1317'],[167]
1627,zh,奧薩馬·賓·拉登,['Q1317'],[167]
1628,zh,奧運,['Q5389'],[209]
1629,zh,奧運會,['Q5389'],[209]
1630,zh,奧里昂,['Q54462'],[22]
1631,zh,奧飛·普思樂,['Q44647'],[40]
1632,zh,女子私校,['Q44085'],[11]
1633,zh,女提坦,['Q45713'],[90]
1634,zh,奴奴干县,['Q14481'],[15]
1635,zh,奶貓,['Q147'],[31]
1636,zh,好奇号,['Q48485'],[55]
1637,zh,好奇号火星探测器,['Q48485'],[55]
1638,zh,好奇號,['Q48485'],[55]
1639,zh,好奇號火星探測車,['Q48485'],[55]
1640,zh,妖精,['Q8028'],[78]
1641,zh,姑息疗法,['Q29483'],[40]
1642,zh,委拉斯凯兹,['Q297'],[150]
1643,zh,委拉斯开兹,['Q297'],[150]
1644,zh,委拉斯贵支,['Q297'],[150]
1645,zh,委拉斯贵支，d.,['Q297'],[150]
1646,zh,委拉斯開茲,['Q297'],[150]
1647,zh,姜,['Q35625'],[149]
1648,zh,姜叶,['Q35625'],[149]
1649,zh,姜炭,['Q35625'],[149]
1650,zh,姜皮,['Q35625'],[149]
1651,zh,姦淫,['Q47092'],[111]
1652,zh,威丁堡大學,['Q32120'],[42]
1653,zh,威廉·安德斯,['Q19242'],[52]
1654,zh,威廉·汉密尔顿,['Q15447'],[26]
1655,zh,威廉·理察·華格納,['Q1511'],[188]
1656,zh,威廉·理查德·瓦格納,['Q1511'],[188]
1657,zh,威廉·理查德·華格納,['Q1511'],[188]
1658,zh,威廉·詹姆斯·莫瑞,['Q29250'],[86]
1659,zh,威廉·赫歇尔,['Q14277'],[108]
1660,zh,威廉·赫歇爾,['Q14277'],[108]
1661,zh,威廉九世，阿基坦公爵,['Q5351'],[41]
1662,zh,威廉二世,['Q2677'],[118]
1663,zh,威拉德·特佩什,['Q43715'],[85]
1664,zh,威拉德·采佩什,['Q43715'],[85]
1665,zh,威拉德三世,['Q43715'],[85]
1666,zh,威登堡大學,['Q32120'],[42]
1667,zh,威莱斯教派,['Q33203'],[69]
1668,zh,娄宿一,['Q13215'],[29]
1669,zh,婆罗浮屠,['Q42798'],[91]
1670,zh,婆羅浮屠,['Q42798'],[91]
1671,zh,婚姻,['Q8445'],[214]
1672,zh,媽媽,['Q7560'],[192]
1673,zh,媽媽生,['Q43437'],[38]
1674,zh,嫖娼,['Q36633'],[135]
1675,zh,嫖宿,['Q36633'],[135]
1676,zh,子夜,['Q36402'],[76]
1677,zh,子彈重量,['Q49393'],[50]
1678,zh,子長,['Q9372'],[132]
1679,zh,孔恩斯灵比,['Q2239'],[17]
1680,zh,孔恩斯靈比,['Q2239'],[17]
1681,zh,孔雀蝦蛄,['Q43735'],[28]
1682,zh,字義學,['Q39645'],[95]
1683,zh,孝哀皇帝,['Q7237'],[31]
1684,zh,孝宗,"['Q7396', 'Q9994']","[18, 32]"
1685,zh,孝昭皇帝,['Q7227'],[31]
1686,zh,孝章皇帝,['Q7277'],[26]
1687,zh,孟德斯鳩,['Q15975'],[145]
1688,zh,孟德斯鸠,['Q15975'],[145]
1689,zh,宁静,['Q47924'],[17]
1690,zh,安东尼·凡·列文虎克,['Q43522'],[98]
1691,zh,安东尼·范卢文霍克,['Q43522'],[98]
1692,zh,安东市,['Q42116'],[51]
1693,zh,安努克・提文,['Q46087'],[41]
1694,zh,安劳特河,['Q49416'],[8]
1695,zh,安勞特河,['Q49416'],[8]
1696,zh,安南,['Q1254'],[165]
1697,zh,安博,['Q43689'],[91]
1698,zh,安哥拉,['Q916'],[299]
1699,zh,安哥拉共和国,['Q916'],[299]
1700,zh,安哥拉共和國,['Q916'],[299]
1701,zh,安奴比斯,['Q47534'],[88]
1702,zh,安寧療護,['Q29483'],[40]
1703,zh,安寧緩和醫療,['Q29483'],[40]
1704,zh,安布羅鳩·貝爾戈尼奧內,['Q7789'],[12]
1705,zh,安德烈·塔可夫斯基,['Q853'],[93]
1706,zh,安德烈·塔尔科夫斯基,['Q853'],[93]
1707,zh,安德烈·塔科夫斯基,['Q853'],[93]
1708,zh,安德烈·阿尔谢尼耶维奇·塔尔科夫斯基,['Q853'],[93]
1709,zh,安徽皖通,['Q46065'],[2]
1710,zh,安徽皖通高速公路,['Q46065'],[2]
1711,zh,安徽皖通高速公路股份,['Q46065'],[2]
1712,zh,安徽皖通高速公路股份有限公司,['Q46065'],[2]
1713,zh,安捷,['Q19353'],[52]
1714,zh,安東,['Q42116'],[51]
1715,zh,安東·范·列文霍克,['Q43522'],[98]
1716,zh,安東尼·凡·列文虎克,['Q43522'],[98]
1717,zh,安東尼·凡·雷文霍克,['Q43522'],[98]
1718,zh,安東尼·史葛,['Q38351'],[21]
1719,zh,安東尼·奧利·佛史考特,['Q38351'],[21]
1720,zh,安東尼·奧利弗·史葛,['Q38351'],[21]
1721,zh,安東尼·范·列文虎克,['Q43522'],[98]
1722,zh,安東尼·馮·雷文霍克,['Q43522'],[98]
1723,zh,安東尼‧范‧雷文霍克,['Q43522'],[98]
1724,zh,安格洛斯,['Q37069'],[50]
1725,zh,安波羅修,['Q43689'],[91]
1726,zh,安特·爱德华·詹纳,['Q40852'],[109]
1727,zh,安特亞·塔哥夫斯基,['Q853'],[93]
1728,zh,安特卫普,['Q12892'],[148]
1729,zh,安立奎,['Q47122'],[90]
